Title,Desc_of_movies,IMDB_ID,Directors,Actors,Genres,Languages
13 Going on 30 ," When a geeky teen's birthday party goes awry and she makes a wish that she could be 30, she wakes up to discover she's flash-forwarded 17 years.",337563,Gary Winick,"Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis, Kathy Baker, Phil Reeves, Sam Ball, Marcia DeBonis, Christa B. Allen, Sean Marquette, Kiersten Warren, Joe Grifasi, Mary Pat Gleason, Susan Egan, Lynn Collins, Renee Olstead, Alexandra Kyle, Alex Black, Ashley Benson, Brittany Curran, Brie Larson, Megan Lusk, Julia Roth, Jeffrey Shane Cohn, George Hine, Philip Pavel, Sarah Loew, Maz Jobrani, Ian Barford, Benita Krista Nall, Robinne Lee, Justin Burke, Sara Swain, Catherine Combs, Gia Mantegna, Sydni Beaudoin, Jim Gaffigan, Corena Chase, Crystal Michelle, Madeline Sprung-Keyser, Richard Whitebear, Shambo Pfaff, John W. Grant, Fabrice Calmettes, Eron Otcasek, Kevin D. White, Timothy Anderson, Adrian Armas, Carmit Bachar, Rita Bland, Douglas Caldwell, Tyce Diorio, Nadine Ellis, Janina Garraway, Stacey Harper, Brandon Henschel, Michael William Higgins, Katie Miller, Nancy O'Meara, Bubba Dean Rambo, Caroline A. Rice, Kevin Alexander Stea, Michon Suyama, Kadee Sweeney, Natalie Willes, Darrel W. Wright, Kimberly Wyatt, Jason Yribar, Nicole Abisinio, Tara Battani, David Boston, Ajedrez Celedonio, Ty Copeman, Dono Cunningham, James Doherty, Candace Elaine, Amber Gristak, Ward Horton, Carolina Hoyos, Bill Kotsatos, Melody Krell, Jason Makely, Gina Matthews, Luis Pedron, James Pomichter, Mario Simone, Stewart Summers, Scout Taylor-Compton, Brad Tiemann, Michael Tommer, Larry Vigus, Irena Violette","Comedy, Fantasy, Romance","English, Portuguese"
13 Hours: The Secret Soldiers of Benghazi ," Members of an elite security team battle to save the lives of trapped U.S. Consulate personnel under attack by armed terrorists in Benghazi, Libya.",4172430,Michael Bay,"John Krasinski, James Badge Dale, Pablo Schreiber, David Denman, Dominic Fumusa, Max Martini, Alexia Barlier, David Costabile, Payman Maadi, Matt Letscher, Toby Stephens, Demetrius Grosse, David Giuntoli, Kevin Kent, David Furr, Mike Moriarty, Freddie Stroma, Kenny Sheard, Andrew Arrabito, Chris Dingli, Manuel Cauchi, Frida Cauchi, Abdesselam Bouhasni, Mostafa El Houari, Rachid El Adouani, Ahmed Hammoud, Mohamed Boussalem, Saleh Ben-Saleh, Joost Janssen, Yuric Allison, Davide Tucci, Stephen Oliver, Mohamed Naimane, Iskander El Hag Aisa, Saif Braik, Husam Chadat, Farid Regragui, Bashir Wahiel, Salame Jarboua, Mikhail Basmadjian, Mohamed Gornazi, Hicham Belaoudi, Joe Azzopardi, André Agius, Ayoub Layoussifi, Moutaouakil Mohammed, Wrenn Schmidt, Ivy George, Julia Butters, Shane Rowe, Kerim Troeller, Andrei Claude, Khaled Riani, Marcelle Theuma, Ben Youcef, Julie Daniels, Brian Mundey, Ben Affan, Ayoub Aghil, Sope Aluko, Elektra Anastasi, Len Anderson IV, Larissa Bonaci, Marc Cabourdin, Fabio D'Amato, John Deignan, Wesley Ellul, Liisa Evastina, Russell Paul Franklin, Vincent Frost, Natalia Krekhtiak, Adam Lieberman, Chantelle Micallef Grimaud, Erica Muscat, Gregory Niebel, Alan Paris, Tim Powell, Jonathan Pyatt, Nikovich Sammut, Nick Tabone, Steffi Thake, Mike West, Rania Zouari","Action, Drama, History, War","English, Arabic"
13TH ,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.",5895028,Ava DuVernay,"Melina Abdullah, Michelle Alexander, Cory Booker, Dolores Canales, Gina Clayton, William Jelani Cobb, Malkia Cyril, Angela Davis, Craig DeRoche, David Dinkins, Baz Dreisinger, Kevin Gannon, Henry Louis Gates Jr., Marie Gottschalk, Newt Gingrich, Lisa Graves, Cory Greene, John Hagan, Michael Hough, Van Jones, David Keene, James Kilgore, Glenn E. Martin, Marc Mauer, Khalil Gibran Muhammad, Pat Nolan, Grover Norquist, Dorsey Nunn, Liza Jessie Peterson, Charles Rangel, Kyung-Ji Rhee, Shaka Senghor, Bob Sloan, Deborah Small, Bryan Stevenson, Ken Thompson, Nicholas Turner, Daniel Wagner, Joe Atkins, Lee Atwater, Kalief Browder, George Bush, George W. Bush, Jimmy Carter, Bill Clinton, Hillary Clinton, Stephen Colbert, Bob Dole, Gerald Ford, Thom Hartmann, Martin Luther King, Ed Koch, Zebulon Miletsky, Richard Nixon, Barack Obama, John Oliver, Rick Perry, Ronald Reagan, Rashad Robinson, Ronnie C. Rouse, Bernie Sanders, Assata Shakur, Donald Trump, Jerry Watson, Paul Weyrich, Larry Wilmore, Tom Brokaw, Walter Cronkite, Peter Jennings, Lyndon B. Johnson, Rachel Maddow, Malcolm X, Dan Rather, Nancy Reagan, Harry Reasoner","Documentary, Crime",English
13TH: A Conversation with Oprah Winfrey & Ava DuVernay ,"Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film, historical cycles of oppression and the broken prison system.",6491068,NAN,"Oprah Winfrey, Ava DuVernay","Documentary, Short",English
14 Minutes from Earth ,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.,5626716,"Adam 'Tex' Davis, Jerry Kolber, Trey Nelson, Erich Sturm","Alan Eustace, Jared Leidich, Taber MacCallum, Jane Poynter, Sebastian Padilla",Documentary,English
15-Aug,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",No ID found,NAN,NAN,NAN,NAN
17 Again ," Nearing a midlife crisis, thirty-something Mike wishes for a ""do-over"" -- and that's exactly what he gets when he wakes up to find he's 17 again.",974661,Burr Steers,"Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry, Tyler Steelman, Allison Miller, Sterling Knight, Michelle Trachtenberg, Adam Gregory, Hunter Parrish, Mario Cassem, Kat Graham, Tiya Sircar, Melissa Ordway, Melora Hardin, Brian Doyle-Murray, Josie Loren, Jim Gaffigan, Randy Gordon, Collette Wolfe, Tommy Dewey, Linda Miller, Lorna Scott, Kodi Kitchen, Ellis Williams, Diana Maria Riva, Jeff Snyder, Antonio Lewis Todd, Angee Hughes, Ed Ackerman, Will Schaub, Loren Lester, Alexander George, Nicole Sullivan, Margaret Cho, Larry Poindexter, Bubba Lewis, Chris Valenti, G. Lane Hillman, Hope Riley, Jeanine Jackson, Gregory Sporleder, Keith Oney, Leonard Wu, Liana Blackburn, Lindsay Taylor, Danielle E. Hawkins, Shelby Rabara, Katrina Norman, Tiana Brown Gandelman, Rhapsody, Taisha Monique Clark, Vanessa Chester, Amber Estrada, Chanel Malvar, Galen Hooks, Tyne Stecklein, Kiara Nicole Ely, Mihran Kirakosian, Dres Reid, Terrance Harrison, Rachele Brooke Smith, Christopher Scott, Eric McCoy, Raymond Chacon, Megan Galiber, Renee Krieg, Jordan Schatz, Jaclyn Matfus, Justin C. Todd, Daniel Bateman, Laura Linda Bradley, Michael Bretten, Keenan R. Carter, Joshua Carver, Jason Castle, David Cohen, Hugh Douglas, Albert Blake Fernandez, Garret Gerlich, Casey Graf, Jesse Heiman, Brandon G. Holley, Benjamin David Howard, Zephaniah Israel, Mackenzie Jamieson, Micah J. Jones, Erica LaRose, Darin Maddox, Paul McGee, Priscilla Monnier, Leo Montiel, Lucas Mroczkowski, Alan Mueting, Jonathan Dunkerley Newkerk, Ladell Parks, Martin Pierron, Kate Rappoport, Leonard Jonathan Ruebe, Sagine, Justin Sandler, Jacob Saylor, David Tran, Julian Vada, Jobeth Wagner, Maria Zambrana","Comedy, Drama, Fantasy, Romance, Sport",English
18 Presents (18 regali) ,A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.,10816484,Francesco Amato,"Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Marta Nuti, Giacomo Rosselli, Beatrice Schiros, Anna Terio, Francesco Wolf, Lucia Zotti, Rossella Ambrosini, Alessandra Carrillo, Martina Cavazzana, Raffaele Esposito, Valentina Illuminati, Laura Obiols",Drama,Italian
1920,An architect and his wife move into a castle that is slated to become a luxury hotel. But something inside is determined to stop the renovation.,No ID found,NAN,NAN,NAN,NAN
1922,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",6214928,Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Neal McDonough, Tanya Champoux, Brian d'Arcy James, Bob Frazer, Eric Keenleyside, Patrick Keating, Danielle Klaudt, Peter New, Peter Hall, Michael Bean, Mark Acheson, Bart Anderson, Bruce Blain, Graeme Duffy, Peter Brown, Roan Curtis, Anna Louise Sargeant","Crime, Drama, Horror, Mystery, Thriller",English
1991,"A film student from Canada decides to follow the love of his life to Italy, where complications quickly ensue.",8264546,Ricardo Trogi,"Jean-Carl Boucher, Juliette Gosselin, Sandrine Bisson, Claudio Colangelo, Mara Lazaris, Mamoudou Camara, Roberto Citran, Alexandrine Agostini, Giuseppe Cantore, David-Emmanuel Jauniaux, Rose Adam, Mary-Lee Picknell, Luigi Ciardo, Francesca Luce Cardinale, Massimo Leone, Guillaume Girard, Alberto Boubakar Malanchino, Frederic Etherlinck, Marial Bajma-Riva, Gianantonio Mellone Martinone, Fabio Farronato, Germano Gentile, Celeste Savino, Daniela Piperno, Caroline Gauthier, Bernard Chabot, Mihai Florian, Dominic Pace, Gabrielle Poulin, Okara Mergherita, Rohdanova Flina, Alex Desmarais, Yann Aspirot, Petre Nicolae, Valentin Dumitru, Gina Fidicci, Valerie Palma, Daniele Luongo, Luca Perna, Giuseppe Cantelmi, Eva Cela, Federica Ferro, Flore Fauchille, Germain Gorisse, Giada Liu, Lorenzo Tobia, Carol Piredda, Jérôme Branchetti, Emmanuel Massengo, Alessandro Chiovoloni, Simone Galicchi, Valentina Siedi, Micol Delfino, Selene Delfino, Cinzia Passeri, Alex Fuscagni, Florini Rodolfo, Kilianne Thibaudeau, Giulia Giansanti, Assunta Indraccolo, Catherine Arnaud, Vincent Archambault, Balkissa Souley Maiga, Alexandre Nachi, Maurizio Terrazzano, Émilie Lajoie",Comedy,"French, Italian, English, German, Greek, Spanish"
1BR ,"Seeking her independence, a young woman moves to Los Angeles and settles into a cozy apartment complex with a disturbing sense of community.",7541106,David Marmor,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Naomi Grossman, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips, Hailey Giles, Andrea Gabriel, Hannah Altman, Curtis Webster, Jay Pennick, Andrew Carrillo, Evan Dickson, Tracy Déchaux, Mark Krenik, Suzshi Lang, Daniel McDonald, Kevin Mulhare, Luke Pacheco, Sean Savadian","Drama, Horror, Thriller",English
2 Alone in Paris (Seuls Two) ," A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",1077097,"Ramzy Bedia, Eric Judor","Ramzy Bedia, Eric Judor, Hafid F. Benamar, Élodie Bouchez, Kristin Scott Thomas, Benoît Magimel, Edouard Baer, Omar Sy, Fred Testot, MC Jean Gab'1, Timothée Augendre, François Damiens, Hélène Darras, Anne Depétrini, Yannick Dyvrande, Jana Judor, Farid Khider, Rodolphe Lauga, Philippe Lima, Michel Messie, Choukri Otmani, Jean-Tis Plisson, Rainer Sievert, Philippe Solakian Vasken, Hugo Sélignac, Gaelle Vanoudenhoven, Peter Wollasch",Comedy,French
2 Fast 2 Furious ," It's a major double-cross when former cop Brian teams up with his ex-con buddy to transport a shipment of ""dirty"" money for a shady importer-exporter.",322259,John Singleton,"Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser, Ludacris, Thom Barry, James Remar, Devon Aoki, Amaury Nolasco, Michael Ealy, Jin Au-Yeung, Edward Finlay, Mark Boone Junior, Mo Gallini, Roberto 'Sanz' Sanchez, Eric Etebari, John Cenatiempo, Troy Brown, Corey Michael Eubanks, Sammy Maloof, Troy Robinson, Jose Perez, Sincerely A. Ward, Nievecita Dubuque, Tequilla Hill, Bettina Huffer, Phuong Tuyet Vo, Felecia Rafield, Mateo Herreros, Walter 'Duke' Foster, Zachary L. Mann, Marc Macaulay, Cobette Harper, Limary Agosto, Tony Bolano, Tara Carroll, Neal H. Moritz, Marianne M. Arreaga, Tamara Jones","Action, Crime, Thriller","English, Spanish"
2 Guns ," Two special agents -- one Naval intelligence, one DEA -- partner for an undercover sting against a drug cartel that takes a serious wrong turn.",1272878,Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton, Edward James Olmos, Bill Paxton, Robert John Burke, James Marsden, Greg Sproles, Fred Ward, Patrick Fischler, Derek Solorsano, Edgar Arreola, Kyle Clements, Christopher Matthew Cook, Tim Bell, Tait Fletcher, Azure Parsons, John McConnell, Jack Landry, Ritchie Montgomery, Ambyr Childers, Robert Larriviere, Lucy Faust, George Wilson, Yohance Myles, Evie Thompson, Jesus Jr., Doris Morgado, Samuel Baca-Garcia, Michael Beasley, Christopher Dempsey, Bill Stinchcomb, Mark Adam, Tre Styles, Gilbert Rosales, Peter Gabb, Jason Kirkpatrick, Tony Sanford, Lucky Johnson, Lindsey G. Smith, Lindsey Gort, Hillel M. Sharman, Aaron Zell, Henry Penzi, Adam Alvarez, Joshua R. Aragon, John L. Armijo, Jon Arthur, Bonnie Bentley, Joshua Braud, David E. Brown, Brady Calhoun, Julio Castillo, Joseph Cintron, Ross P. Cook, Jordon Michael Corbin, Duane Cothren, Raymond Delaune, DTeflon, Ed Duran, Guy Fernandez, Tyler Gibbs, William G. Gil, Russell M. Haeuser, Emily D. Haley, Tenaj L. Jackson, John C. Klein, Hugh Lee, Edgar Leza, John R Mangus, Ken Massey, Crystal Miller, Gustavo Montes, Nicholas Patel, Philippe Radelet, Carlos Retana Jr., Jim Sojka, Andrew j Spinks, Jason Stanly, Timothy Wyant","Action, Crime, Thriller","English, Spanish"
2 Minutes of Fame ,"Before an aspiring stand-up comic competes in a talent showcase, he must contend with a superstar who he publicly ridiculed to gain viral notoriety.",7661376,Leslie Small,"Andy Allo, Keke Palmer, RonReaco Lee, Deon Cole, Jay Pharoah, Madeleine Byrne, Katt Williams, Valery M. Ortiz, Kimrie Lewis, Jim Wise, Callen David, Cooper Thornton, Khafre King, Kayla Eva, Chinedu Unaka, Nena Za, Reatha Grey, Jonny Berryman, Paul Elia, Just Nesh, Francisco Ramos, Crystal Powell, James Quach, Isaiah Morgan, Jessica Davis, Char Richards, Max Bahmani",Comedy,English
2 States ,"Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.",2372678,Abhishek Varman,"Arjun Kapoor, Alia Bhatt, Amrita Singh, Revathi, Ronit Roy, Shivkumar Subramaniam, Sharang Natarajan, Swarna Bharat, Sanjay Bhatia, Madhu Anand Chandhock, Hemang Dave, Achint Kaur, Dilip Merala, Neil Shah, Aru Krishansh Verma","Comedy, Drama, Romance",Hindi
"2,215","This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017.",8891536,Nottapon Boonprakob,"Artiwara Kongmalai, Samitada Sungkapo",Documentary,Thai
2015 Dream Concert ,"The world's biggest K-pop festival marked its 21st year in 2015, with groups such as EXO, 4Minute and SHINee electrifying the Seoul World Cup Stadium.",No ID found,NAN,NAN,NAN,NAN
21, A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,478087,Robert Luketic,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin, Donna Lows, Butch Williams, Ben Campbell, Frank Patton III, Steven Richard Vezina, Chaska T. Werner, Kyle Morris, Ernell Manabat, Frank DeAngelo, Marcus Weiss, Anthony DiMaria, Christopher Michael Holley, Scott Beringer, Terasa Livingstone, Jeffrey J. Dashnaw, Colin Angle, Supriya Chakrabarti, Bradley Thoennes, Kieu Chinh, Alice Lo, Sally Levi, Henry Houh, Frank Chen, Spencer Garrett, Celeste Oliva, Tom McGowan, Ruby Hondros, Christian Mello, Gregory Seymore, Joey Aliano, Jason Amherst, Shaun Aponik, Dale F. Appel, Razmig Arabian, Finise Avery, Ellen Becker-Gray, Fethi Bendida, Chad Boldini, Eric Bruno Borgman, Patrick Canty, Fritz Ceriales, Nicole Chauvet, Chemi Che-Mponda, Sean Collins, Desiree April Connolly, Jeffrey Corazzini, Michael Coryer, Katie Curley, Ramses del Hierro, Kevin Deon, Sal DiMino, Will Dragan, Frank Durant, Asia M. Evans, Ben Fisher, Paige Flannery, Keith Fluker, Steve Flynn, Thomas Michael Flynn, Tom Gilligan, Trudi Goodman, Harley Harrison, Mary Ann Hebinck, Ty Izquierdo, Seba Johnson, Christopher Jude, Jeff Kamps, Lyralen Kaye, Lee Kerr, Lynn L'Heureux, Crystal Lisbon, Christopher J. Long, Yulia Lilith Maceo, Rebecca Marshall, David L. Marston, Robert Masiello, Alexandra McDougall, Paul McGillicuddy, Andrew J McGuinness, Josh Mervis, Ron Murphy, Chris Palermo, Giovanni Pantaleo, Bob Pepper, Americo Presciutti, Eric Rollins, Robert Sabino, Ben Samuels, Rocky Self, Jessi Shuttleworth, Billy Silvia, Joe Sobalo Jr., John Wayland Somers, Michael Stanton, Stream, David Struffolino, A.J. Sullivan, Christopher Tranchina, Diana Urban, Tam Vu, Amanda Warnock, Donald Warnock, Mike Wendt, Kris Williams, Wonkknow, Henry Fleming Wood, Jeanne Young","Crime, Drama, History, Thriller",English
21 Again ,"In a social experiment, a group of daughters sends their mothers, disguised as 21-year-olds, into the world to experience life as a member of Gen Z.",9315008,NAN,Laura Morgan,"Documentary, Reality-TV",English
21 Jump Street ,"When two rookie cops go undercover to probe a drug ring at their former high school, they&#39;re forced to face unresolved issues from their teen years.",1232829,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Brie Larson, Dave Franco, Rob Riggle, DeRay Davis, Ice Cube, Dax Flame, Chris Parnell, Ellie Kemper, Jake Johnson, Nick Offerman, Holly Robinson Peete, Johnny Pemberton, Stanley Wong, Justin Hires, Brett Lapeyrouse, Lindsey Broad, Caroline Aaron, Joe Chrest, Geraldine Singer, Dakota Johnson, Rye Rye, Valerie Tian, Jaren Mitchell, Johnny Simmons, Keith Kurtz, Randal Reeder, Peter Epstein, Anthony Molinari, Luis Da Silva Jr., Dominic 'Taz' Alexander, Mike Seal, Spencer Boldman, Joe Nin Williams, Chad Hessler, Kevin Michael Murphy, Victor Paguia, Chanel Celaya, Carol Sutton, Andrea Frankle, Tiffney Wagner, Andrea Madison, Hristo Birbochukov, Candi Brooks, Turner Crumbley, Haley Farris, Brittney Alger, Joshua Nelms, Courtney Jarrell, Melissa Cordero, Beau Delatte, Charles Ferrara, Mark Adams, Brian Heath Rossitto, Andrea Vittoria Alvarado, John L. Armijo, Mike Bleed, Cameron M. Brown, Valencia Christina, Rebecca Collins, Raymond Delaune, Peter DeLuise, Johnny Depp, Sheila Eden, Rene Fabre, Cy Fahrenholtz, Billy Hendrickson, Dakota Hill, Dustin Hymel, Jacquelyn Twodat Jackson, Allyson Leigh Jordan, Sara Kenley, Stephen Livaudais, D.J. Mills, Jared Moser, Moses Munoz, Danzel Square, Travis Allen Stutsman, Darren Sumner, Zac Waggener, Michael Warren, Stephen Warren, Will Woldenberg","Action, Comedy, Crime",English
211,"While on a routine patrol, an aging cop, his partner and their ride-along get caught in a standoff with a band of former mercenaries robbing a bank.",No ID found,NAN,NAN,NAN,NAN
22-Jul,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",7280898,Paul Greengrass,"Anders Danielsen Lie, Jonas Strand Gravli, Jon Øigarden, Maria Bock, Thorbjørn Harr, Seda Witt, Isak Bakli Aglen, Ola G. Furuseth, Marit Andreassen, Øystein Martinsen, Valborg Frøysnes, Harald Nordmann, Anders Kulsrud Storruste, Monica Borg Fure, Mathias Eckhoff, Selma Strøm Sönmez, Hilde Olaussen, Lena Kristin Ellingsen, Turid Gunnes, Ulrikke Hansen Døvigen, Hasse Lindmo, Tone Danielsen, Vivian Hein, Fredrik Stenberg Ditlev-Simonsen, Trim Balaj, Charlotte Grundt, Endre Hellestveit, Anneke von der Lippe, Lars Arentz-Hansen, Ingrid Enger Damon, Mikkel Bratt Silset, André Sørum, Tomas Gudbjartsson, Andri Wilberg Orrason, Vigdis Arnadottir, Kristin Hlin, Martina Vigdis Arnadottir, Pétur Níelsson, Cathrine Borkenhagen, Geir-Atle Johnsen, Eindride Eidsvold, Caroline Glomnes, Terje Ranes, Lockman Myran, Rezan Saleh, Øyvind Venstad Kjeksrud, Silje Breivik, Mette Scarth Tønseth, Ellen Birgitte Winther, Linn Ravn, Einar Tønnessen, Ingrid Jensen, Magnus Aasheim, Jonathan Thomas Cassidy, Vegard Kristoffersen, André Santagati, Joakim Skarli, Mia Elise Sundal, Marita Fjeldheim Wierdal, Lesley Leichtweis Bernardi, Zuzana Björnstad, Alex McEvitt Braathen, Tommy Hyving, Kenan Ibrahimefendic, Charlotte Bottolfsen Iversen, Wael Jaohar, Martin Hagen Johnsen, Geir Kaspersen, Pål Espen Kilstad, Aladin Laaguid, Amalie Willoch Njaastad, Elias Peña Corral, Huw William Hægeland Reynolds, Elisabeth Rygh, Kenneth Semmen, Håkon Smeby, Ørjan Steinsvik, Simen Strømme, Anja Maria Svenkerud, Trygve Svindland, Maria Elisabeth Solfall Tuflåt, Jón Garðar Viðarsson, Fredrik Wold, Mathilde Austegard Ypsøy","Crime, Drama, History, Thriller","English, Norwegian"
22 Jump Street ,"Bickering partners Schmidt and Jenko are sent undercover once again, this time on a college campus to crack a fraternity's drug-dealing crime ring.",2294449,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell, Amber Stevens West, Jillian Bell, Ice Cube, Keith Lucas, Kenneth Lucas, Nick Offerman, Jimmy Tatro, Caroline Aaron, Craig Roberts, Marc Evan Jackson, Joe Chrest, Eddie J. Fernandez, Rye Rye, Johnny Pemberton, Stanley Wong, Dax Flame, Diplo, Tyler Forrest, John Bostic, Richard Grieco, Dustin Nguyen, Ian Hoch, Kate Adair, Drew Cross, Katrina Despain, Oscar Gale, Janeline Hayes, Jackie Bohne, Jason Richard Allan Foster, Toby Nichols, Toby Holguin, Eddie Perez, Mickey Facchinello, Tom Ventura, Brian Schacter, Sam Schweikert, Jack Maloney, Angela Abadie, Rachel Acuna, Adam Alvarez, Vanessa Amaya, Michael David Anderson, Chris Angerdina, John L. Armijo, H. Jon Benjamin, Eric Berris, Libby Blake, Sarah Boyle, Renaldo Brady, Emanuel Brooks, Tom Bui, Gustavo Cardozo, Amber Carollo, Rebecca Collins, Shakeya Connor, Ramiro 'Ramir' Delgado Ruiz, Michael Dendy, Blas Sien Diaz, Eddie Eniel, Anna Faris, Joseph Fischer, Guillermo Fornaris, Will Forte, Dave Franco, Rudy Franklin, Julián Garnik, Juan Gaspard, Kurt Grossi, Lyle R. Guidroz, Bill Hader, Gene Kevin Hames Jr., Christopher Heskey, Dakota Hill, Hannah Hope Holt, Charlie Hulse, Jacquelyn Twodat Jackson, Allyson Leigh Jordan, Skyler Joy, Adam Karchmer, Meade Kincke, Kurt Krause, Joshua Lamboy, Cynthia LeBlanc, Elton LeBlanc, Jaci LeJeune, Sedric Mason, Jacqueline Harris Matherne, Ashlyn McEvers, Quintin McKemie II, Anna Medley, Keila Michelle, David Stephen Mitchell, Jesse Moore, Natalia-Christabelle, Patton Oswalt, Jean Pierre Prats, Queen Latifah, Philippe Radelet, Angela Ramsey, Anthony Ramsey, Lisa Raziano, Gus Rhodes, Edwin Richardson, Rob Riggle, Seth Rogen, Jeff Sanders, Plynlymmon Sanguis, Larissa Santiago, William Schaff, Robert Segari, Carl Singleton, Dereck Seven Smith, Stefan Solea, Franchesca Soto, Anne Speed, Sean Stevens, Denise Sweet, John Teal Jr., Steve Terada, Valerie Torres, Joshua Tran, Joseph Uzzell, Donald Elise Watkins, Stephen Daniel Wayne, Douglas Wilcox II, Lucy Williams, Sierra Williams, Steven Williams, Skyler Wilson, Michael Wozniak, Jesse Yarborough, Don Yesso, Andre Allen Young, Ahmed Zakzouk","Action, Comedy, Crime",English
23:59,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.",2100376,Gilbert Chan,"Tedd Chan, Stella Chung, Philip Hersh, Henley Hii, Lawrence Koh, Tommy Kuan, Josh Lai, Mark Lee, Susan Leong, Benjamin Lim",Horror,Mandarin
The 24 Hour War ,An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.,4875844,"Nate Adams, Adam Carolla","Charlie Agapiou, Mario Andretti, A.J. Baime, Bob Bondurant, Peter Brock, Gordon Chance, Piero Ferrari, Edsel B. Ford II, Henry Ford, Mauro Forghieri, Alan Grant, Dan Gurney, David Hobbs, Lee Holman, John Horsman, Brian Laban, Preston Lerner, Peter Miles, John Morton, Ralph Nader, Jackie Oliver, Brian Redman, Jack Sears, Carroll Shelby, John Surtees, Carlo Tazzioli","Documentary, History",English
25 Kille ,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",5743858,Simranjit Singh Hundal,"Vikram Singh, Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi, Hobby Dhaliwal, Baljeet Singh, Prince Kanwaljit Singh, Daljinder Basran, Sandeep Malhi, Gurpreet Bhangu, Rajneet Kaur, Narinder Nina, Sanju Solanki, Rupinder Rupi, Kanwaljit Singh Manawala, Rose J. Kaur, Manjeet Kaur Sandhu, Mohan Kamboj, Sandeep Pateela, Harsh Rana, Aman Kotish, Devinder Virk, Dilawar Sidhu, Kaler Sanjeev, Harish Gargi, Darbara Sarpanch, Deepak Arora, Taranjit Kaur, V.D. Singh, Gurjeet Singh, Varinder Singh, Jaskaran Singh, Manjot Singh, Jaswinder Sodhi, Antar Jeet Singh, Baljinder Sidhu, Sukh Gill, Vikas Mehta, Malkit Malanga, Sapna Kaur, Angel Hundal, Anmol Preet Singh, Pahul Preet Singh","Comedy, Drama",Punjabi
26 Years ,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.",2551894,Geun-hyun Cho,"Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Suk-hwan Ahn, Bok-gi Min, Seong-hwan Koo, Jeong-gook Kim, Min-Jae Kim, Mi-do Lee, Sang-Hun Lee, Gwi-hwa Choi, Ki-Cheon Kim, Kim Jeong-pal, Wan-gi Jo, Geun-seop Han, Goo-hyeon Kang, Dong-goo Seo, Hyeon-geol Lee, Sang Yong Kim, Seok-Jin Yoon, Kyeong-min Go, Jong-woo Lee, Young-hwa Seo, Seol-gu Lee, Sang-baek Nam, Hee-tae Jeong, Byeong-seon Yu, Kang-min No, Seo-yeon Park, Jeong-min Lee, Woo-hee Chun, Byung-cheol Gong, Sa-Myung Han, Gwang-jae Jeong, Byung-oh Kim, Seon-hwa Kim, Hyuk-kwon Park","Drama, Thriller",Korean
